,Title,Song Links,Artist,Streams,Date,Token,Loudness,Speechiness,Energy,Tempo
471,Business Is Business (Lil Ba,https://open.spotify.com/track/7roKDmJDOzkpfGpUQJ5EnL,& Gunna),1262281,2018-10-05,7roKDmJDOzkpfGpUQJ5EnL,-6.038,0.0899,0.636,142.008
472,Mala Mía,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,Maluma,1257042,2018-10-05,62o8KoI44JfN7aYxgTnPvh,-4.883,0.345,0.752,180.049
473,No Stylist,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,French Montana,1211455,2018-10-05,04MLEeAMuV9IlHEsD8vF6A,-4.589,0.127,0.704,147.055
474,Shape of You,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,1198706,2018-10-05,7qiZfU4dY1lWllzX7mPBI3,-3.183,0.0802,0.652,95.977
475,Smithereens,https://open.spotify.com/track/5G6Gt9RtNaeIE418pd4yre,Twenty One Pilots,1181674,2018-10-05,5G6Gt9RtNaeIE418pd4yre,-7.627,0.14,0.548,151.02
476,What About Me (feat. Sosamann),https://open.spotify.com/track/3JX0dOCIAiaR8MP3ryXWuM,Lil Wayne,1174765,2018-10-05,3JX0dOCIAiaR8MP3ryXWuM,-6.566,0.0401,0.44,118.089
477,Praise The Lord (Da Shine) (feat. Skepta),https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky,1171540,2018-10-05,7ycWLEP1GsNjVvcjawXz3z,-8.152,0.136,0.569,80.02
478,Neon Gravestones,https://open.spotify.com/track/0sXvjZV7p4uvyPN4uQo3FH,Twenty One Pilots,1161529,2018-10-05,0sXvjZV7p4uvyPN4uQo3FH,-9.834,0.138,0.427,149.45
479,Amigos Con Derechos,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,Reik,1161026,2018-10-05,2zDj4WjbNDmrRL6Z4YjjCA,-3.324,0.0613,0.807,183.971
480,2002,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,1148816,2018-10-05,2BgEsaKNfHUdlh97KmvFyo,-2.881,0.117,0.683,96.133
481,Love Someone,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ,Lukas Graham,1146049,2018-10-05,2JqnpexlO9dmvjUMCaLCLJ,-6.557,0.052,0.415,172.065
482,Psycho (feat. Ty Dolla $ign),https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,Post Malone,1145938,2018-10-05,3swc6WTsr7rl9DqQKQA55C,-8.011,0.117,0.559,140.124
483,Fuck Love (feat. Trippie Redd),https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,XXXTENTACION,1118776,2018-10-05,7AQim7LbvFVZJE3O8TYgf2,-9.74,0.0412,0.533,131.036
484,Sweet but Psycho,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,Ava Max,1102567,2018-10-05,25sgk305KZfyuqVBQIahim,-4.724,0.0476,0.704,133.002
485,Dedicate,https://open.spotify.com/track/0Y7di9ZCmB6Elad5WISaPc,Lil Wayne,1097171,2018-10-05,0Y7di9ZCmB6Elad5WISaPc,-6.162,0.309,0.662,117.975
486,Yes Indeed,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,Lil Ba,1092436,2018-10-05,6vN77lE9LK6HP2DewaN6HZ,-9.309,0.53,0.346,119.958
487,Ya No Tiene Novio,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,Sebastian Yatra,1083562,2018-10-05,7uQmJ1jgNzBpATSoWKSPFu,-1.948,0.154,0.832,182.184
488,The Hype,https://open.spotify.com/track/7I3skNaQdvZSS7zXY2VHId,Twenty One Pilots,1082188,2018-10-05,7I3skNaQdvZSS7zXY2VHId,-6.149,0.0503,0.816,87.019
489,Nico And The Niners,https://open.spotify.com/track/5SehvGGC53A7SZKCLXQcyt,Twenty One Pilots,1075493,2018-10-05,5SehvGGC53A7SZKCLXQcyt,-7.748,0.185,0.602,140.081
490,Levitate,https://open.spotify.com/track/2uBhGx3m5iJrtsql8Qk00j,Twenty One Pilots,1063270,2018-10-05,2uBhGx3m5iJrtsql8Qk00j,-5.941,0.17,0.934,92.973
491,Belly (Lil Ba,https://open.spotify.com/track/1yQvL8SzbF5JCroRKk9F07,& Gunna),1059863,2018-10-05,1yQvL8SzbF5JCroRKk9F07,-5.343,0.0705,0.692,120.028
492,Believer,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,1056950,2018-10-05,0pqnGHJpmpxLKifKRmU6WP,-4.374,0.128,0.78,124.949
493,Asesina,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK,Brytiago,1047758,2018-10-05,6rbhaJsE4uLzpPf8WYSHDK,-5.233,0.27,0.663,94.215
494,REMEDY,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,Alesso,1041326,2018-10-05,6jreFSOTUAViWjKyzOC4Kg,-4.612,0.0473,0.775,119.964
495,Clandestino,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf,Shakira,1029371,2018-10-05,7DrluKkTviBwCc8AV3VGmf,-4.126,0.16,0.822,165.842
496,Perfect,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,1028867,2018-10-05,0tgVpDi06FyKpA1z0VMD4v,-6.312,0.0232,0.448,95.05
497,Happy Now,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,Zedd,1028201,2018-10-05,4keoy2fqgwGnbWlm3ZVZFa,-5.128,0.047,0.741,88.335
498,1999,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8,Charli XCX,1011350,2018-10-05,05mAIVLkIWc2d1UBYZBCp8,-4.586,0.0329,0.742,124.016
499,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,Marshmello,1010492,2018-10-05,08bNPGLD8AhKpnnERrAc6G,-2.384,0.0504,0.88,95.079
500,Culpables,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,KAROL G,1005208,2018-10-05,6q8Lb50EtqNeeJXXe8mMAH,-2.942,0.0683,0.801,130.059
501,Havana (feat. Young Thug),https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,Camila Cabello,1001160,2018-10-05,1rfofaqEpACxVEHIZBJe6W,-4.333,0.03,0.523,104.988
502,Nummer unterdrückt,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI,Bonez MC,999457,2018-10-05,2SRVj6ceeIffVEm9NFyRHI,-6.296,0.0881,0.749,139.962
503,Multi Millionaire (feat. Lil Uzi Vert),https://open.spotify.com/track/7q8cy4uoA2itYATsKeXhcq,Lil Pump,997323,2018-10-05,7q8cy4uoA2itYATsKeXhcq,-3.813,0.0962,0.82,146.009
504,Back To You - From 13 Reasons Why – Season 2 Soundtrack,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,995116,2018-10-05,4hQ6UGyWQIGJmHSo0J88JW,-4.856,0.0486,0.724,102.061
505,IDGAF,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,Dua Lipa,983969,2018-10-05,76cy1WJvNGJTj78UqeA5zr,-5.975,0.0943,0.544,97.028
506,500 PS,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG,Bonez MC,979339,2018-10-05,4UOXo3xWnxYdTf3sFyRaUG,-5.883,0.0439,0.924,139.976
507,STARGAZING,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,Travis Scott,978825,2018-10-05,7wBJfHzpfI3032CSD7CE2m,-3.69,0.044,0.789,150.007
508,Whenever (feat. Conor Maynard),https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,Kris Kross Amsterdam,970260,2018-10-05,3DGar7krWlmrXRFHBcQF6z,-5.562,0.0621,0.765,109.989
509,Can't Be Broken,https://open.spotify.com/track/5cGpjfgAvidLy6znwkCxkP,Lil Wayne,968450,2018-10-05,5cGpjfgAvidLy6znwkCxkP,-5.997,0.202,0.577,99.288
510,Cut My Lip,https://open.spotify.com/track/6gFtgkh8ShkrJn52Cbdhxy,Twenty One Pilots,962033,2018-10-05,6gFtgkh8ShkrJn52Cbdhxy,-5.856,0.0355,0.561,111.938
511,New Rules,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,Dua Lipa,961370,2018-10-05,2ekn2ttSfGqwhhate0LSR0,-6.021,0.0694,0.7,116.073
512,Nevermind,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,Dennis Lloyd,957786,2018-10-05,63SevszngYpZOwf63o61K4,-8.354,0.196,0.691,99.976
513,Thunder,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,956916,2018-10-05,1zB4vmk8tFRmM9UULNzbLB,-4.833,0.0438,0.822,167.997
514,Ocean (feat. Khalid),https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,Martin Garrix,955292,2018-10-05,3nc420PXjTdBV5TN0gCFkS,-7.265,0.0412,0.693,139.912
515,Deep End (Lil Ba,https://open.spotify.com/track/16QjPRt5HYK0dnLGmGRCvf,& Gunna),948736,2018-10-05,16QjPRt5HYK0dnLGmGRCvf,-8.197,0.515,0.535,150.055
516,lovely (with Khalid),https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,948162,2018-10-05,0u2P5u6lvoDfwTYjAADbn4,-10.109,0.0333,0.296,115.284
517,Bandito,https://open.spotify.com/track/5INKIG4QNuD4xq7qZcfPzp,Twenty One Pilots,944822,2018-10-05,5INKIG4QNuD4xq7qZcfPzp,-8.367,0.028,0.52,127.089
518,No Me Acuerdo,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd,Thalía,943864,2018-10-05,00EPIEnX1JFjff8sC6bccd,-4.247,0.0873,0.799,94.033
519,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,Zedd,943767,2018-10-05,09IStsImFySgyp0pIQdqAc,-3.061,0.0449,0.657,107.01
520,Nice For What,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,Drake,943492,2018-10-05,3CA9pLiwRIGtUBiMjbZmRw,-6.474,0.0705,0.909,93.394
521,The Ringer,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE,Eminem,935010,2018-10-05,2jt2WxXMCD4zjACthkJQVE,-9.126,0.291,0.551,118.552
522,Pet Cheetah,https://open.spotify.com/track/7daBwTiPNOVgoMUG4SICgh,Twenty One Pilots,929684,2018-10-05,7daBwTiPNOVgoMUG4SICgh,-7.052,0.199,0.684,110.049
523,Kokain,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf,Bonez MC,929113,2018-10-05,4Bj3usjRTckEJARO0dLbDf,-7.906,0.363,0.677,170.117
524,Leave Me Alone,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,925755,2018-10-05,14mHfNsSHN0FbLftyjrV9g,-2.806,0.0851,0.743,150.024
525,High On Life (feat. Bonn),https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,Martin Garrix,924837,2018-10-05,4ut5G4rgB1ClpMTMfjoIuy,-6.431,0.0311,0.486,128.038
526,Don't Leave Me Alone (feat. Anne-Marie),https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,David Guetta,919899,2018-10-05,2zy9TMoZlYGuCNY4TLqG24,-7.838,0.0469,0.617,127.928
527,Born To Be Yours,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM,Kygo,910428,2018-10-05,0kHyKhJMukHEPfeh8s7rdM,-5.84,0.0357,0.688,114.011
528,Toda - Remix,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL,Alex Rose,909088,2018-10-05,7nD2JPaxIKUdxd2UWgnaGL,-7.217,0.124,0.452,80.04
529,World Is Yours (Lil Ba,https://open.spotify.com/track/0p0jvYdazuWBMC8QacxpUH,& Gunna),903590,2018-10-05,0p0jvYdazuWBMC8QacxpUH,-7.148,0.543,0.557,109.867
530,I Like Me Better,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,Lauv,901727,2018-10-05,2P91MQbaiQOfbiz9VqhqKQ,-7.621,0.253,0.505,91.97
531,Say My Name,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,David Guetta,883311,2018-10-05,0YammaEkYSeo9vQYZ1OwS6,-5.119,0.123,0.66,95.031
532,Polaroid,https://open.spotify.com/track/1wsLHgXJ4SKIfd5ePSX1hD,Jonas Blue,879565,2018-10-05,1wsLHgXJ4SKIfd5ePSX1hD,-4.481,0.036,0.897,114.033
533,All Girls Are The Same,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm,Juice WRLD,876328,2018-10-05,0XySogm94T51XF5F2jumXm,-7.226,0.307,0.529,161.989
534,Everybody Dies In Their Nightmares,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,875039,2018-10-05,3GVkPk8mqxz0itaAriG1L7,-7.066,0.133,0.57,129.953
535,Love Lies (with Normani),https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,Khalid,874830,2018-10-05,45Egmo7icyopuzJN0oMEdk,-5.626,0.0449,0.648,143.955
536,Lean Wit Me,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk,Juice WRLD,873194,2018-10-05,29tc0GbW0pTSBZSCZF3NWk,-5.515,0.156,0.651,163.935
537,Legend,https://open.spotify.com/track/1CDVadnneswMxi6gBqJTtC,Twenty One Pilots,867795,2018-10-05,1CDVadnneswMxi6gBqJTtC,-6.209,0.0368,0.575,85.937
538,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,YG,862717,2018-10-05,0ZNrc4kNeQYD9koZ3KvCsy,-7.709,0.331,0.346,203.911
539,Venom - Music From The Motion Picture,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4,Eminem,862058,2018-10-05,2SL6oP2YAEQbqsrkOzRGO4,-5.063,0.064,0.794,135.959
540,I Am (Lil Ba,https://open.spotify.com/track/3F57PtOdqRpD6euFYqtKXX,& Gunna),861888,2018-10-05,3F57PtOdqRpD6euFYqtKXX,-6.506,0.449,0.461,130.003
541,Underdog (Lil Ba,https://open.spotify.com/track/2Am26UXisQ91vBLYdqd7Pa,& Gunna),858217,2018-10-05,2Am26UXisQ91vBLYdqd7Pa,-4.764,0.16,0.735,144.985
542,I'm a Mess,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,854687,2018-10-05,04ZTP5KsCypmtCmQg5tH9R,-6.257,0.0253,0.694,97.005
543,Trip,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa,Ella Mai,854291,2018-10-05,7noud145AHZGg74vpWOsCa,-5.68,0.075,0.605,81.047
544,Look Alive (feat. Drake),https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,BlocBoy JB,852271,2018-10-05,4qKcDkK6siZ7Jp1Jb4m0aL,-7.495,0.27,0.581,140.022
545,SLOW DANCING IN THE DARK,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6,Joji,849919,2018-10-05,0UyljEbX9dqI1K0sqdv6B6,-7.458,0.0261,0.479,88.964
546,Look At Me!,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,849524,2018-10-05,6eYxmK9fdL4hwLnXG2zY3s,-6.405,0.282,0.726,139.059
547,XO Tour Llif3,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,836251,2018-10-05,7GX5flRQZVHRAGd6B4TmDO,-6.366,0.231,0.75,155.096
548,Hipócrita,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw,Anuel AA,833064,2018-10-05,6XBjCetHKdO5L9cwMDVffw,-2.78,0.0471,0.858,92.05
549,I Fall Apart,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,Post Malone,832594,2018-10-05,75ZvA4QfFiZvzhj2xkaWAh,-5.408,0.0382,0.538,143.95
550,La player (Bandolera),https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP,Zion & Lennox,828917,2018-10-05,0VKkyBKCXyR99navhVRqcP,-5.238,0.0633,0.838,93.996
551,Ja Mann!,https://open.spotify.com/track/4XHP5B63UsW0GniEx7oMHu,Bonez MC,827630,2018-10-05,4XHP5B63UsW0GniEx7oMHu,-7.645,0.364,0.749,101.95
552,Close Friends (Lil Ba,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,& Gunna),824198,2018-10-05,5nzhL67GpF9szXWg5y509A,-5.077,0.375,0.578,158.896
553,Prominent,https://open.spotify.com/track/4JxvECbZ3Oes1eUrmhQNSH,Bonez MC,816231,2018-10-05,4JxvECbZ3Oes1eUrmhQNSH,-7.71,0.234,0.557,93.996
554,There's No Way (feat. Julia Michaels),https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,Lauv,809952,2018-10-05,2hnxrRNzF74mdDzpQZQukQ,-7.114,0.0896,0.625,147.02
555,Fall,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato,Eminem,808456,2018-10-05,58QhkbaAkLFnn7JwAnAato,-5.716,0.295,0.546,182.973
556,Meant to Be (feat. Florida Georgia Line),https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,Bebe Rexha,807242,2018-10-05,4e4fqjx0Izh4svvTef1z7e,-6.61,0.0848,0.772,153.995
557,X - Remix,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,806096,2018-10-05,6JjPBQfI2Y8nIjnm65X6Pw,-4.957,0.103,0.696,180.113
558,Leave The City,https://open.spotify.com/track/5HCXMBxZIVaVLXpyoqPM3g,Twenty One Pilots,804008,2018-10-05,5HCXMBxZIVaVLXpyoqPM3g,-11.64,0.0334,0.379,134.985
559,Kompanie,https://open.spotify.com/track/6Cy4jkukjKnIqGYkU7xCeF,Bonez MC,801843,2018-10-05,6Cy4jkukjKnIqGYkU7xCeF,-7.031,0.189,0.65,109.88
560,Too Good At Good,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,es,794265,2018-10-05,1mXVgsBdtIVeCLJnSnmtdV,-8.279,0.0491,0.375,91.92
561,Darkside,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG,Alan Walker,789447,2018-10-05,1snWlbcbgQpJfknoI30DWG,-5.06,0.0502,0.642,170.008
562,REEL IT IN,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,Aminé,787900,2018-10-05,5qHirGR7M9tdm6C17DlzSY,-8.677,0.0991,0.342,128.981
563,Me Niego (feat. Ozuna & Wisin),https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,Reik,787683,2018-10-05,6jA8JUuPCGYjFcgw0AoM5T,-4.449,0.0972,0.779,94.023
564,YOSEMITE,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,Travis Scott,784850,2018-10-05,7lAK3oHbfEnvUQWosrMMpR,-6.571,0.0409,0.554,128.047
565,My Jeans (Lil Ba,https://open.spotify.com/track/4T7cJdrTRqOBESPYfvfj2x,& Gunna feat. Young Thug),775468,2018-10-05,4T7cJdrTRqOBESPYfvfj2x,-5.869,0.186,0.715,100.576
566,Blah Blah Blah,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj,Armin van Buuren,763561,2018-10-05,0tp6mwUt99QnfY95T30Lqj,-3.911,0.0682,0.963,103.406
567,Love No More,https://open.spotify.com/track/15fZrZhdK0g1BS9sDeW6sD,Loud Luxury,759601,2018-10-05,15fZrZhdK0g1BS9sDeW6sD,-6.249,0.054,0.678,121.01
568,All I Am,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV,Jess Glynne,759215,2018-10-05,6X6SdJzxyw7GzxwP2fr9WV,-5.199,0.0373,0.669,122.007
569,Sin (feat. Jaden Smith),https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx,Young Thug,755498,2018-10-05,1Jl21sidRpEdlVBvYbssLx,-11.767,0.165,0.385,125.995
570,Want To,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ,Dua Lipa,754407,2018-10-05,0CBFOvHlyqy30Q5tbyNHfQ,-4.783,0.123,0.691,92.082
571,Drew Barrymore,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,Bryce Vine,752224,2018-10-05,0OgGn1ofaj55l2PcihQQGV,-7.312,0.0595,0.572,151.93
572,These Days,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,Rudimental,749991,2018-10-05,5CLGzJsGqhCEECcpnFQA8x,-4.057,0.0474,0.809,92.213
573,Wasted (feat. Lil Uzi Vert),https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB,Juice WRLD,747819,2018-10-05,3obgSF06ki98lYNLNq5vCB,-5.024,0.202,0.579,144.994
574,Closer,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,745839,2018-10-05,7BKLCZ1jbUBVqRi2FVlTVw,-5.599,0.0338,0.524,95.01
575,SWISH,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD,Tyga,741672,2018-10-05,55GiOwtxNajXVbpjjIzMnD,-5.608,0.221,0.541,105.009
576,Flames,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh,David Guetta,738993,2018-10-05,66BjcDhhwWCcQIBxHMpKXh,-5.892,0.0385,0.649,93.95
577,Say You Won't Let Go,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,James Arthur,736247,2018-10-05,5uCax9HTNlzGybIStD3vDh,-7.398,0.059,0.557,85.043
578,Lost In Japan - Remix,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv,Shawn Mendes,731128,2018-10-05,575NJxNUVDqwJGdzBrlLbv,-5.34,0.257,0.852,107.178
579,Me Dijeron,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh,Ozuna,729949,2018-10-05,17UUYZ290omPaJY4wKeyHh,-2.817,0.0524,0.841,94.021
580,Von ihnen gelernt,https://open.spotify.com/track/3uMpllxUKlpuXHczoHJ0U5,Bonez MC,721882,2018-10-05,3uMpllxUKlpuXHczoHJ0U5,-6.445,0.0417,0.7,115.948
581,Congratulations,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Post Malone,721349,2018-10-05,3a1lNhkSLSkpJE4MSHpDu9,-4.183,0.0363,0.804,123.146
582,Trust My Lonely,https://open.spotify.com/track/0qbfdprRS71e9up5pOmbQo,Alessia Cara,719621,2018-10-05,0qbfdprRS71e9up5pOmbQo,-6.025,0.156,0.662,150.305
583,In My Blood,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,Shawn Mendes,719167,2018-10-05,2QZ7WLBE8h2y1Y5Fb8RYbH,-7.321,0.066,0.712,140.025
584,Happier,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,719008,2018-10-05,2RttW7RAu5nOAfq6YFvApB,-7.355,0.0288,0.385,89.792
585,What Lovers Do (feat. SZA),https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,Maroon 5,717781,2018-10-05,0GxQ1A5L9xnMOytbP6eKBG,-5.131,0.0611,0.597,110.001
586,the remedy for a broken heart (why am I so in love),https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,715667,2018-10-05,4UKCKdYiLN6IMA5ZESUTL7,-11.192,0.0993,0.304,119.705
587,Unica,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A,Ozuna,714959,2018-10-05,33b2wX9d0kxqxhi7lcsC1A,-3.048,0.0449,0.859,174.037
588,"If I'm Lyin, I'm Flyin",https://open.spotify.com/track/2uMTscYuCT3BZ0OCzH3MwN,Kodak Black,713543,2018-10-05,2uMTscYuCT3BZ0OCzH3MwN,-5.558,0.242,0.617,176.108
589,I'm Yours,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,712177,2018-10-05,3S0OXQeoh0w6AY8WQVckRW,-8.322,0.0468,0.457,150.953
590,HUMBLE.,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,711612,2018-10-05,7KXjTSCq5nL1LoYtL7XAwS,-6.638,0.102,0.621,150.011
591,X,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,Nicky Jam,705564,2018-10-05,39N9RPD9MRb5WmoLzNzPeA,-4.736,0.0549,0.773,180.073
592,Celoso,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg,Lele Pons,700699,2018-10-05,33zcmmElV1YbRZe57biUjg,-4.179,0.107,0.703,166.043
593,Africa,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,TOTO,698956,2018-10-05,2374M0fQpWi3dLnB54qaLX,-18.064,0.0323,0.373,92.717
594,Famous (feat. Reginae Carter),https://open.spotify.com/track/05r1GGg1Rhs0RcUg27C82a,Lil Wayne,692751,2018-10-05,05r1GGg1Rhs0RcUg27C82a,-5.664,0.143,0.568,149.857
595,Dark Side Of The Moon (feat. Nicki Minaj),https://open.spotify.com/track/5IvdLxVB8gwwcgnEkXSSW2,Lil Wayne,691514,2018-10-05,5IvdLxVB8gwwcgnEkXSSW2,-5.384,0.297,0.457,73.724
596,Self Care,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,Mac Miller,691340,2018-10-05,5bJ1DrEM4hNCafcDd1oxHx,-8.109,0.206,0.538,141.894
597,Mine,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,Bazzi,691307,2018-10-05,7uzmGiiJyRfuViKKK3lVmR,-3.874,0.0722,0.789,142.929
598,OTW,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,Khalid,687021,2018-10-05,6Hgh47WXVKtXN5zGOu0hjI,-6.183,0.0541,0.678,72.989
599,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,Sofia Reyes,686049,2018-10-05,4QtiVmuA88tPQiCOHZuQ5b,-3.112,0.0589,0.895,94.968
600,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,DJ Snake,4809871,2018-10-06,4w8niZpiMy6qz1mntFA5uM,-4.206,0.229,0.798,95.948
601,Happier,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,Marshmello,4012507,2018-10-06,2dpaYNEQHiRxtZbfNsse99,-2.749,0.0452,0.792,100.015
602,I Love It (& Lil Pump),https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,Kanye West,3928566,2018-10-06,4S8d14HvHb70ImctNgVzQQ,-8.304,0.33,0.522,104.053
603,Falling Down - Bonus Track,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q,Lil Peep,3173571,2018-10-06,0Dn40gxVCMo5TkgS8Ik18Q,-6.442,0.0286,0.574,120.013
604,Promises (with Sam Smith),https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,Calvin Harris,3155439,2018-10-06,5N5k9nd479b1xpDZ4usjrg,-5.991,0.0394,0.768,123.07
605,In My Mind,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,2974989,2018-10-06,0E9ZjEAyAwOXZ7wJC0PD33,-5.335,0.149,0.77,125.905
606,Eastside (with Halsey & Khalid),https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,benny blanco,2858149,2018-10-06,0d2iYfpKoM0QCKvcLCkBao,-7.648,0.321,0.68,89.391
